datetime,nivel
2025-05-27 00:00:00,4.4236
2025-05-27 00:30:00,4.4279
2025-05-27 01:00:00,4.4151
2025-05-27 01:30:00,4.4118
2025-05-27 02:00:00,4.4008
2025-05-27 02:30:00,4.4304
2025-05-27 03:00:00,4.4207
2025-05-27 03:30:00,4.4225
2025-05-27 04:00:00,4.4125
2025-05-27 04:30:00,4.4325
2025-05-27 05:00:00,4.3936
2025-05-27 05:30:00,4.3469
2025-05-27 06:00:00,4.2598
2025-05-27 06:30:00,4.179
2025-05-27 07:00:00,4.0641
2025-05-27 07:30:00,3.9619
2025-05-27 08:00:00,3.8432
2025-05-27 08:30:00,3.743
2025-05-27 09:00:00,3.646
2025-05-27 09:30:00,3.5585
2025-05-27 10:00:00,3.5348
2025-05-27 10:30:00,3.4695
2025-05-27 11:00:00,3.4724
2025-05-27 11:30:00,3.503
2025-05-27 12:00:00,3.5395
2025-05-27 12:30:00,3.6238
2025-05-27 13:00:00,3.7249
2025-05-27 13:30:00,3.8097
2025-05-27 14:00:00,3.9116
2025-05-27 14:30:00,3.9935
2025-05-27 15:00:00,4.1047
2025-05-27 15:30:00,4.1882
2025-05-27 16:00:00,4.2193
2025-05-27 16:30:00,4.2969
2025-05-27 17:00:00,4.2633
2025-05-27 17:30:00,4.2565
2025-05-27 18:00:00,4.2063
2025-05-27 18:30:00,4.1758
2025-05-27 19:00:00,4.098
2025-05-27 19:30:00,4.0181
2025-05-27 20:00:00,3.9204
2025-05-27 20:30:00,3.8256
2025-05-27 21:00:00,3.7683
2025-05-27 21:30:00,3.6771
2025-05-27 22:00:00,3.6372
2025-05-27 22:30:00,3.6265
2025-05-27 23:00:00,3.6257
2025-05-27 23:30:00,3.6401
2025-05-28 00:00:00,3.6998
2025-05-28 00:30:00,3.7459
2025-05-28 01:00:00,3.837
2025-05-28 01:30:00,3.9395
2025-05-28 02:00:00,4.0275
2025-05-28 02:30:00,4.1377
2025-05-28 03:00:00,4.2181
2025-05-28 03:30:00,4.2916
2025-05-28 04:00:00,4.3597
2025-05-28 04:30:00,4.3836
