datetime,nivel
2025-05-27 00:00:00,4.8462
2025-05-27 00:30:00,4.8353
2025-05-27 01:00:00,4.837
2025-05-27 01:30:00,4.8434
2025-05-27 02:00:00,4.8408
2025-05-27 02:30:00,4.8388
2025-05-27 03:00:00,4.831
2025-05-27 03:30:00,4.8258
2025-05-27 04:00:00,4.8368
2025-05-27 04:30:00,4.8296
2025-05-27 05:00:00,4.8402
2025-05-27 05:30:00,4.8352
2025-05-27 06:00:00,4.8275
2025-05-27 06:30:00,4.8355
2025-05-27 07:00:00,4.8389
2025-05-27 07:30:00,4.8345
2025-05-27 08:00:00,4.8268
2025-05-27 08:30:00,4.835
2025-05-27 09:00:00,4.8357
2025-05-27 09:30:00,4.829
2025-05-27 10:00:00,4.8178
2025-05-27 10:30:00,4.7811
2025-05-27 11:00:00,4.7606
2025-05-27 11:30:00,4.7378
2025-05-27 12:00:00,4.6878
2025-05-27 12:30:00,4.6754
2025-05-27 13:00:00,4.6304
2025-05-27 13:30:00,4.6086
2025-05-27 14:00:00,4.5984
2025-05-27 14:30:00,4.5741
2025-05-27 15:00:00,4.56
2025-05-27 15:30:00,4.5678
2025-05-27 16:00:00,4.5679
2025-05-27 16:30:00,4.581
2025-05-27 17:00:00,4.6054
2025-05-27 17:30:00,4.6472
2025-05-27 18:00:00,4.6642
2025-05-27 18:30:00,4.6896
2025-05-27 19:00:00,4.7174
2025-05-27 19:30:00,4.746
2025-05-27 20:00:00,4.7688
2025-05-27 20:30:00,4.7703
2025-05-27 21:00:00,4.7944
2025-05-27 21:30:00,4.7901
2025-05-27 22:00:00,4.8027
2025-05-27 22:30:00,4.7732
2025-05-27 23:00:00,4.7709
2025-05-27 23:30:00,4.7285
2025-05-28 00:00:00,4.717
2025-05-28 00:30:00,4.683
2025-05-28 01:00:00,4.6559
2025-05-28 01:30:00,4.6481
2025-05-28 02:00:00,4.6128
2025-05-28 02:30:00,4.6089
2025-05-28 03:00:00,4.5938
2025-05-28 03:30:00,4.6058
2025-05-28 04:00:00,4.6081
2025-05-28 04:30:00,4.6051
2025-05-28 05:00:00,4.6445
2025-05-28 05:30:00,4.6599
2025-05-28 06:00:00,4.7067
2025-05-28 06:30:00,4.7264
2025-05-28 07:00:00,4.7556
2025-05-28 07:30:00,4.7533
2025-05-28 08:00:00,4.8102
2025-05-28 08:30:00,4.8099
2025-05-28 09:00:00,4.8122
2025-05-28 09:30:00,4.8239
2025-05-28 10:00:00,4.8302
2025-05-28 10:30:00,4.7915
2025-05-28 11:00:00,4.7963
2025-05-28 11:30:00,4.7583
2025-05-28 12:00:00,4.7293
2025-05-28 12:30:00,4.6987
2025-05-28 13:00:00,4.6637
2025-05-28 13:30:00,4.6427
2025-05-28 14:00:00,4.6141
2025-05-28 14:30:00,4.6009
2025-05-28 15:00:00,4.5842
2025-05-28 15:30:00,4.5653
2025-05-28 16:00:00,4.5707
2025-05-28 16:30:00,4.5626
2025-05-28 17:00:00,4.586
2025-05-28 17:30:00,4.5938
2025-05-28 18:00:00,4.6193
2025-05-28 18:30:00,4.6561
2025-05-28 19:00:00,4.6733
2025-05-28 19:30:00,4.7097
2025-05-28 20:00:00,4.7213
2025-05-28 20:30:00,4.7464
2025-05-28 21:00:00,4.7753
2025-05-28 21:30:00,4.7899
2025-05-28 22:00:00,4.7762
2025-05-28 22:30:00,4.7909
2025-05-28 23:00:00,4.774
2025-05-28 23:30:00,4.7716
2025-05-29 00:00:00,4.7336
2025-05-29 00:30:00,4.7078
2025-05-29 01:00:00,4.69
2025-05-29 01:30:00,4.6554
2025-05-29 02:00:00,4.641
2025-05-29 02:30:00,4.6229
2025-05-29 03:00:00,4.617
2025-05-29 03:30:00,4.6046
2025-05-29 04:00:00,4.5873
2025-05-29 04:30:00,4.5954
2025-05-29 05:00:00,4.6066
2025-05-29 05:30:00,4.618
2025-05-29 06:00:00,4.6372
2025-05-29 06:30:00,4.6967
2025-05-29 07:00:00,4.7002
2025-05-29 07:30:00,4.7428
2025-05-29 08:00:00,4.7531
2025-05-29 08:30:00,4.7749
2025-05-29 09:00:00,4.7838
2025-05-29 09:30:00,4.8141
2025-05-29 10:00:00,4.8082
2025-05-29 10:30:00,4.8173
2025-05-29 11:00:00,4.7918
2025-05-29 11:30:00,4.7876
2025-05-29 12:00:00,4.7695
2025-05-29 12:30:00,4.7184
2025-05-29 13:00:00,4.706
2025-05-29 13:30:00,4.6651
2025-05-29 14:00:00,4.6349
2025-05-29 14:30:00,4.6211
2025-05-29 15:00:00,4.6027
2025-05-29 15:30:00,4.594
2025-05-29 16:00:00,4.5679
2025-05-29 16:30:00,4.5791
2025-05-29 17:00:00,4.5766
2025-05-29 17:30:00,4.5858
2025-05-29 18:00:00,4.5923
2025-05-29 18:30:00,4.6229
2025-05-29 19:00:00,4.6732
2025-05-29 19:30:00,4.6642
2025-05-29 20:00:00,4.6962
2025-05-29 20:30:00,4.713
2025-05-29 21:00:00,4.7534
2025-05-29 21:30:00,4.7702
2025-05-29 22:00:00,4.7799
2025-05-29 22:30:00,4.7861
2025-05-29 23:00:00,4.7711
2025-05-29 23:30:00,4.7741
2025-05-30 00:00:00,4.7434
2025-05-30 00:30:00,4.7425
2025-05-30 01:00:00,4.7224
2025-05-30 01:30:00,4.6827
2025-05-30 02:00:00,4.6721
2025-05-30 02:30:00,4.6361
2025-05-30 03:00:00,4.6136
2025-05-30 03:30:00,4.6022
2025-05-30 04:00:00,4.5929
2025-05-30 04:30:00,4.5928
2025-05-30 05:00:00,4.6011
2025-05-30 05:30:00,4.6278
2025-05-30 06:00:00,4.6239
2025-05-30 06:30:00,4.64
2025-05-30 07:00:00,4.673
2025-05-30 07:30:00,4.69
2025-05-30 08:00:00,4.7171
2025-05-30 08:30:00,4.7412
2025-05-30 09:00:00,4.7633
2025-05-30 09:30:00,4.7678
2025-05-30 10:00:00,4.7848
2025-05-30 10:30:00,4.7958
2025-05-30 11:00:00,4.7871
2025-05-30 11:30:00,4.7774
2025-05-30 12:00:00,4.771
2025-05-30 12:30:00,4.7512
2025-05-30 13:00:00,4.7246
2025-05-30 13:30:00,4.7059
2025-05-30 14:00:00,4.6757
2025-05-30 14:30:00,4.6407
2025-05-30 15:00:00,4.6317
2025-05-30 15:30:00,4.602
2025-05-30 16:00:00,4.6157
2025-05-30 16:30:00,4.5868
2025-05-30 17:00:00,4.5755
2025-05-30 17:30:00,4.5899
2025-05-30 18:00:00,4.6003
2025-05-30 18:30:00,4.6165
2025-05-30 19:00:00,4.6227
2025-05-30 19:30:00,4.6508
2025-05-30 20:00:00,4.6698
2025-05-30 20:30:00,4.6874
2025-05-30 21:00:00,4.697
2025-05-30 21:30:00,4.7265
2025-05-30 22:00:00,4.7231
2025-05-30 22:30:00,4.7445
2025-05-30 23:00:00,4.7704
2025-05-30 23:30:00,4.7579
2025-05-31 00:00:00,4.7531
2025-05-31 00:30:00,4.7336
2025-05-31 01:00:00,4.7208
2025-05-31 01:30:00,4.7032
2025-05-31 02:00:00,4.6785
2025-05-31 02:30:00,4.6515
2025-05-31 03:00:00,4.6579
2025-05-31 03:30:00,4.6474
2025-05-31 04:00:00,4.6135
2025-05-31 04:30:00,4.6177
2025-05-31 05:00:00,4.5947
2025-05-31 05:30:00,4.6107
2025-05-31 06:00:00,4.6002
2025-05-31 06:30:00,4.6315
2025-05-31 07:00:00,4.6376
2025-05-31 07:30:00,4.6462
2025-05-31 08:00:00,4.6801
2025-05-31 08:30:00,4.7095
2025-05-31 09:00:00,4.7169
2025-05-31 09:30:00,4.7332
2025-05-31 10:00:00,4.7503
2025-05-31 10:30:00,4.7597
2025-05-31 11:00:00,4.7772
2025-05-31 11:30:00,4.7756
2025-05-31 12:00:00,4.7465
2025-05-31 12:30:00,4.7611
2025-05-31 13:00:00,4.7379
2025-05-31 13:30:00,4.7337
2025-05-31 14:00:00,4.705
2025-05-31 14:30:00,4.6874
2025-05-31 15:00:00,4.6539
2025-05-31 15:30:00,4.6283
2025-05-31 16:00:00,4.6219
2025-05-31 16:30:00,4.6157
2025-05-31 17:00:00,4.6019
2025-05-31 17:30:00,4.6
2025-05-31 18:00:00,4.5933
2025-05-31 18:30:00,4.6049
2025-05-31 19:00:00,4.6002
2025-05-31 19:30:00,4.6211
2025-05-31 20:00:00,4.6251
2025-05-31 20:30:00,4.6563
2025-05-31 21:00:00,4.6733
2025-05-31 21:30:00,4.6942
2025-05-31 22:00:00,4.7202
2025-05-31 22:30:00,4.7248
2025-05-31 23:00:00,4.7135
2025-05-31 23:30:00,4.7518
2025-06-01 00:00:00,4.7461
2025-06-01 00:30:00,4.746
2025-06-01 01:00:00,4.7284
2025-06-01 01:30:00,4.7288
2025-06-01 02:00:00,4.7219
2025-06-01 02:30:00,4.68
2025-06-01 03:00:00,4.6862
2025-06-01 03:30:00,4.6525
2025-06-01 04:00:00,4.6375
2025-06-01 04:30:00,4.6319
2025-06-01 05:00:00,4.6369
2025-06-01 05:30:00,4.6014
2025-06-01 06:00:00,4.6065
2025-06-01 06:30:00,4.6161
2025-06-01 07:00:00,4.6252
2025-06-01 07:30:00,4.6306
2025-06-01 08:00:00,4.6465
2025-06-01 08:30:00,4.6506
2025-06-01 09:00:00,4.681
2025-06-01 09:30:00,4.6993
2025-06-01 10:00:00,4.6981
2025-06-01 10:30:00,4.7128
2025-06-01 11:00:00,4.7346
2025-06-01 11:30:00,4.7393
2025-06-01 12:00:00,4.7462
2025-06-01 12:30:00,4.7291
2025-06-01 13:00:00,4.7328
2025-06-01 13:30:00,4.7215
2025-06-01 14:00:00,4.7258
2025-06-01 14:30:00,4.6986
2025-06-01 15:00:00,4.6798
2025-06-01 15:30:00,4.6599
2025-06-01 16:00:00,4.6505
2025-06-01 16:30:00,4.6461
2025-06-01 17:00:00,4.6101
2025-06-01 17:30:00,4.6156
2025-06-01 18:00:00,4.6109
2025-06-01 18:30:00,4.6228
2025-06-01 19:00:00,4.6121
2025-06-01 19:30:00,4.6251
2025-06-01 20:00:00,4.622
2025-06-01 20:30:00,4.6236
2025-06-01 21:00:00,4.6364
2025-06-01 21:30:00,4.6575
2025-06-01 22:00:00,4.6798
2025-06-01 22:30:00,4.6904
2025-06-01 23:00:00,4.7029
2025-06-01 23:30:00,4.7305
2025-06-02 00:00:00,4.7058
2025-06-02 00:30:00,4.719
2025-06-02 01:00:00,4.7491
2025-06-02 01:30:00,4.7275
2025-06-02 02:00:00,4.7148
2025-06-02 02:30:00,4.7006
2025-06-02 03:00:00,4.7056
2025-06-02 03:30:00,4.6911
2025-06-02 04:00:00,4.6784
2025-06-02 04:30:00,4.6482
2025-06-02 05:00:00,4.6465
2025-06-02 05:30:00,4.6339
2025-06-02 06:00:00,4.6296
2025-06-02 06:30:00,4.6091
2025-06-02 07:00:00,4.6231
2025-06-02 07:30:00,4.6334
2025-06-02 08:00:00,4.6126
2025-06-02 08:30:00,4.6391
2025-06-02 09:00:00,4.6539
2025-06-02 09:30:00,4.6594
2025-06-02 10:00:00,4.6636
2025-06-02 10:30:00,4.6773
2025-06-02 11:00:00,4.6841
2025-06-02 11:30:00,4.6997
2025-06-02 12:00:00,4.6991
2025-06-02 12:30:00,4.7124
2025-06-02 13:00:00,4.7097
2025-06-02 13:30:00,4.7031
2025-06-02 14:00:00,4.7254
2025-06-02 14:30:00,4.691
2025-06-02 15:00:00,4.7132
2025-06-02 15:30:00,4.67
2025-06-02 16:00:00,4.6841
2025-06-02 16:30:00,4.6657
2025-06-02 17:00:00,4.6389
2025-06-02 17:30:00,4.6374
2025-06-02 18:00:00,4.6228
2025-06-02 18:30:00,4.6173
2025-06-02 19:00:00,4.6261
2025-06-02 19:30:00,4.6091
2025-06-02 20:00:00,4.6027
2025-06-02 20:30:00,4.6328
2025-06-02 21:00:00,4.6325
2025-06-02 21:30:00,4.6394
2025-06-02 22:00:00,4.6471
2025-06-02 22:30:00,4.6672
2025-06-02 23:00:00,4.6767
2025-06-02 23:30:00,4.6843
2025-06-03 00:00:00,4.6919
2025-06-03 00:30:00,4.7136
2025-06-03 01:00:00,4.7247
2025-06-03 01:30:00,4.7197
2025-06-03 02:00:00,4.7432
2025-06-03 02:30:00,4.7178
2025-06-03 03:00:00,4.7147
2025-06-03 03:30:00,4.7175
2025-06-03 04:00:00,4.6997
2025-06-03 04:30:00,4.6882
2025-06-03 05:00:00,4.6721
2025-06-03 05:30:00,4.667
2025-06-03 06:00:00,4.6376
2025-06-03 06:30:00,4.6355
2025-06-03 07:00:00,4.6228
2025-06-03 07:30:00,4.6081
2025-06-03 08:00:00,4.629
2025-06-03 08:30:00,4.6169
2025-06-03 09:00:00,4.6119
2025-06-03 09:30:00,4.6268
2025-06-03 10:00:00,4.6182
2025-06-03 10:30:00,4.644
2025-06-03 11:00:00,4.6565
2025-06-03 11:30:00,4.6435
2025-06-03 12:00:00,4.6748
2025-06-03 12:30:00,4.676
2025-06-03 13:00:00,4.6928
2025-06-03 13:30:00,4.6913
2025-06-03 14:00:00,4.689
2025-06-03 14:30:00,4.6844
2025-06-03 15:00:00,4.69
2025-06-03 15:30:00,4.6917
2025-06-03 16:00:00,4.701
2025-06-03 16:30:00,4.6903
2025-06-03 17:00:00,4.6803
2025-06-03 17:30:00,4.6804
2025-06-03 18:00:00,4.644
2025-06-03 18:30:00,4.6402
2025-06-03 19:00:00,4.6312
2025-06-03 19:30:00,4.6344
2025-06-03 20:00:00,4.6136
2025-06-03 20:30:00,4.6201
2025-06-03 21:00:00,4.6336
2025-06-03 21:30:00,4.6334
2025-06-03 22:00:00,4.6406
2025-06-03 22:30:00,4.6309
2025-06-03 23:00:00,4.6345
2025-06-03 23:30:00,4.6555
2025-06-04 00:00:00,4.6563
2025-06-04 00:30:00,4.6742
2025-06-04 01:00:00,4.685
2025-06-04 01:30:00,4.6998
2025-06-04 02:00:00,4.7164
2025-06-04 02:30:00,4.7211
2025-06-04 03:00:00,4.7226
2025-06-04 03:30:00,4.713
2025-06-04 04:00:00,4.7198
2025-06-04 04:30:00,4.7054
2025-06-04 05:00:00,4.6952
2025-06-04 05:30:00,4.6799
2025-06-04 06:00:00,4.6772
2025-06-04 06:30:00,4.6733
2025-06-04 07:00:00,4.6622
2025-06-04 07:30:00,4.6447
2025-06-04 08:00:00,4.6369
2025-06-04 08:30:00,4.6184
2025-06-04 09:00:00,4.6272
2025-06-04 09:30:00,4.6107
2025-06-04 10:00:00,4.6027
2025-06-04 10:30:00,4.6122
2025-06-04 11:00:00,4.6071
2025-06-04 11:30:00,4.6178
2025-06-04 12:00:00,4.6339
2025-06-04 12:30:00,4.6257
2025-06-04 13:00:00,4.6403
2025-06-04 13:30:00,4.6524
2025-06-04 14:00:00,4.6655
2025-06-04 14:30:00,4.69
2025-06-04 15:00:00,4.6915
2025-06-04 15:30:00,4.7002
2025-06-04 16:00:00,4.6744
2025-06-04 16:30:00,4.6993
2025-06-04 17:00:00,4.6976
2025-06-04 17:30:00,4.6946
2025-06-04 18:00:00,4.6853
2025-06-04 18:30:00,4.6708
2025-06-04 19:00:00,4.6729
2025-06-04 19:30:00,4.6552
2025-06-04 20:00:00,4.6463
2025-06-04 20:30:00,4.6325
2025-06-04 21:00:00,4.6266
2025-06-04 21:30:00,4.6275
2025-06-04 22:00:00,4.6247
2025-06-04 22:30:00,4.6183
2025-06-04 23:00:00,4.6198
2025-06-04 23:30:00,4.6238
2025-06-05 00:00:00,4.639
2025-06-05 00:30:00,4.6392
2025-06-05 01:00:00,4.6513
2025-06-05 01:30:00,4.6676
2025-06-05 02:00:00,4.6763
2025-06-05 02:30:00,4.6941
2025-06-05 03:00:00,4.7171
2025-06-05 03:30:00,4.7116
2025-06-05 04:00:00,4.7315
2025-06-05 04:30:00,4.7288
2025-06-05 05:00:00,4.7243
2025-06-05 05:30:00,4.723
2025-06-05 06:00:00,4.7235
2025-06-05 06:30:00,4.6933
2025-06-05 07:00:00,4.6941
2025-06-05 07:30:00,4.6827
2025-06-05 08:00:00,4.6511
2025-06-05 08:30:00,4.6517
2025-06-05 09:00:00,4.6301
2025-06-05 09:30:00,4.6051
2025-06-05 10:00:00,4.6022
2025-06-05 10:30:00,4.5798
2025-06-05 11:00:00,4.5742
2025-06-05 11:30:00,4.5721
2025-06-05 12:00:00,4.5867
2025-06-05 12:30:00,4.5891
2025-06-05 13:00:00,4.5935
2025-06-05 13:30:00,4.6082
2025-06-05 14:00:00,4.6247
2025-06-05 14:30:00,4.6377
2025-06-05 15:00:00,4.6514
2025-06-05 15:30:00,4.6702
2025-06-05 16:00:00,4.6747
2025-06-05 16:30:00,4.6866
2025-06-05 17:00:00,4.7089
2025-06-05 17:30:00,4.7041
2025-06-05 18:00:00,4.6885
2025-06-05 18:30:00,4.7102
2025-06-05 19:00:00,4.6854
2025-06-05 19:30:00,4.6947
2025-06-05 20:00:00,4.6713
2025-06-05 20:30:00,4.6649
2025-06-05 21:00:00,4.6294
2025-06-05 21:30:00,4.6253
2025-06-05 22:00:00,4.6142
2025-06-05 22:30:00,4.6076
2025-06-05 23:00:00,4.5985
2025-06-05 23:30:00,4.5995
2025-06-06 00:00:00,4.6034
2025-06-06 00:30:00,4.607
2025-06-06 01:00:00,4.6181
2025-06-06 01:30:00,4.6356
2025-06-06 02:00:00,4.6323
2025-06-06 02:30:00,4.6611
2025-06-06 03:00:00,4.6717
2025-06-06 03:30:00,4.694
2025-06-06 04:00:00,4.7149
